x1,x2,x3,x4,x5,x6,x7,x8,x9,y
54,95,39,17,44,79,39,100,97,1
12,2,37,38,59,71,21,23,26,0
0,77,78,83,56,89,13,22,48,0
16,63,59,87,91,78,97,39,36,1
64,5,93,96,37,60,89,71,67,0
2,94,55,80,1,79,45,18,4,1
5,97,61,14,9,7,56,39,68,1
82,66,83,86,16,72,68,98,11,1
26,83,70,9,86,43,74,29,70,1
6,57,95,80,15,42,10,41,3,0
78,72,14,27,18,88,66,100,18,1
64,37,72,32,23,46,89,3,9,1
69,86,44,57,28,91,13,50,11,1
87,39,83,85,46,69,15,37,58,1
55,50,73,20,52,10,28,49,71,1
71,6,16,27,11,89,78,8,23,1
72,97,65,100,55,91,3,2,97,1
37,61,62,91,69,90,73,71,75,1
33,67,34,80,89,54,37,35,95,1
72,46,18,3,43,84,40,12,66,1
78,37,67,5,70,9,52,26,48,1
27,70,48,26,56,51,47,85,75,1
36,49,76,55,83,22,100,26,17,1
23,97,97,96,92,30,38,74,89,1
48,66,32,23,95,21,69,42,84,1
91,83,14,24,99,19,49,27,32,1
48,71,76,44,59,96,24,34,62,1
89,39,21,59,49,51,67,75,12,1
22,89,28,22,56,11,33,71,84,1
37,69,74,30,65,19,52,21,3,1
9,80,12,53,30,22,17,28,69,1
17,48,24,6,51,27,59,25,71,1
35,99,91,20,46,12,93,60,39,1
36,20,53,11,97,72,60,12,24,1
21,20,91,72,10,90,85,12,96,0
59,19,0,46,69,28,41,31,76,1
61,74,37,12,96,52,0,82,30,1
23,26,7,94,18,82,64,43,60,1
73,51,16,4,21,76,16,98,12,1
33,19,84,67,80,86,23,79,32,0
85,73,8,20,18,94,36,9,49,1
19,20,55,1,20,56,3,47,72,0
49,99,17,43,51,63,7,10,58,1
17,72,42,67,28,52,51,24,33,1
81,1,38,76,55,84,78,84,86,1
99,51,1,41,6,82,49,27,54,1
74,89,92,50,72,99,33,35,9,1
20,93,7,55,82,51,92,53,16,1
97,20,6,72,84,7,67,15,91,1
16,7,24,11,80,6,9,36,95,0
35,13,92,92,64,20,60,12,46,0
99,51,69,0,53,58,100,10,18,1
37,77,100,49,60,64,17,21,71,1
90,97,20,72,30,48,47,41,77,1
50,76,83,20,7,72,17,15,21,1
54,61,14,17,83,65,91,99,15,1
84,1,77,67,25,78,3,38,46,1
37,70,64,71,96,65,45,83,59,1
6,56,5,6,73,32,35,37,97,1
27,87,59,44,27,1,68,47,62,1
27,0,41,73,77,89,94,30,78,0
48,21,0,39,15,89,22,4,3,1
5,90,80,99,83,67,14,48,42,1
99,67,52,78,93,64,44,79,23,1
100,100,31,18,34,62,60,34,100,1
82,7,53,16,50,25,63,36,76,1
100,37,55,64,44,57,26,21,31,1
61,14,79,49,79,85,26,25,57,0
71,22,14,7,62,26,44,98,71,1
61,79,9,76,10,22,71,54,96,1
99,36,41,31,62,88,84,91,96,1
39,57,2,50,21,68,20,96,61,1
32,29,80,28,77,60,40,64,75,0
76,46,0,19,75,99,18,93,31,1
17,79,14,12,38,71,58,28,6,1
63,34,28,35,56,6,86,15,1,1
97,3,50,52,48,99,76,27,88,1
14,46,22,91,3,63,38,53,84,1
74,27,40,62,43,90,19,28,10,1
80,94,52,44,95,14,34,22,69,1
72,78,39,69,47,33,91,40,72,1
85,13,89,77,57,41,42,1,89,1
83,11,83,94,68,89,63,41,80,1
86,100,30,67,25,21,9,9,92,1
34,27,92,75,66,59,9,48,82,0
43,82,59,54,60,62,78,44,17,1
31,91,7,81,18,59,77,32,1,1
58,36,96,92,35,70,11,55,94,0
71,0,98,49,52,68,83,95,61,0
53,9,89,73,21,52,39,30,67,0
0,69,81,70,65,82,17,84,88,0
27,95,2,6,13,56,61,2,4,1
46,24,21,44,67,17,26,43,40,1
54,26,7,82,65,3,23,39,61,1
64,31,95,78,11,46,68,95,82,0
97,66,52,72,86,10,55,8,43,1
38,91,12,60,74,57,91,43,33,1
20,32,56,28,17,68,90,29,58,0
48,5,79,87,39,32,95,6,94,0
11,44,37,66,63,47,6,13,59,1
77,17,34,25,50,55,22,97,58,1
5,34,93,46,7,4,90,59,26,0
0,16,100,80,17,27,36,22,40,0
74,73,25,2,53,42,39,53,4,1
81,62,47,98,48,63,66,65,34,1
59,71,89,24,37,96,88,34,89,1
52,38,14,72,65,28,10,96,57,1
88,45,28,91,36,44,45,67,62,1
15,53,97,84,86,45,91,61,1,0
25,99,73,44,40,83,50,95,24,1
25,77,84,50,94,88,25,87,93,1
13,35,69,77,4,34,40,61,22,0
2,66,88,23,41,63,34,80,52,0
63,42,56,82,6,96,57,22,50,1
7,79,30,68,10,84,63,60,96,1
40,57,52,47,25,95,65,89,44,1
69,85,51,58,25,8,32,2,30,1
68,23,98,59,76,21,28,86,92,0
39,94,33,81,59,26,1,59,82,1
36,81,40,82,43,25,8,31,59,1
46,65,7,21,55,77,31,22,96,1
84,87,22,35,92,73,71,57,83,1
95,54,26,65,74,43,64,67,3,1
59,28,5,3,2,25,84,57,2,1
77,71,27,15,92,8,55,64,67,1
66,97,33,2,6,37,90,100,16,1
52,33,61,8,2,20,3,14,4,1
44,91,93,78,77,95,48,55,58,1
49,91,88,85,21,83,70,70,35,1
77,2,79,41,8,21,97,56,50,0
4,81,40,0,64,75,16,94,31,1
86,35,81,40,29,76,38,23,57,1
66,87,64,40,96,38,4,13,15,1
70,65,22,6,84,73,76,93,24,1
66,2,2,99,67,67,56,73,61,1
55,79,73,94,42,15,34,53,71,1
77,70,24,36,81,75,53,76,60,1
0,2,95,56,57,86,2,79,41,0
90,3,54,90,97,55,88,84,83,1
38,15,40,92,94,36,22,66,61,1
80,80,16,15,33,49,79,33,87,1
38,15,19,64,81,7,89,69,11,1
83,56,79,69,59,48,41,97,24,1
96,62,49,60,66,92,38,23,33,1
57,81,52,79,80,38,71,77,31,1
1,90,32,20,7,24,10,57,89,1
55,10,15,15,92,44,84,51,65,1
75,54,85,9,73,3,25,3,62,1
74,91,41,45,58,73,54,6,46,1
54,39,37,24,43,12,73,51,6,1
2,51,40,72,14,62,62,15,46,1
62,88,22,26,54,1,65,32,92,1
55,52,99,89,59,30,47,12,5,1
34,0,55,51,71,20,55,45,45,0
50,0,33,10,88,6,91,81,66,1
65,3,0,29,42,89,92,95,39,1
54,86,91,2,44,95,9,29,44,1
22,44,78,26,29,48,41,20,26,0
12,90,45,14,82,61,52,49,62,1
45,17,18,66,78,91,83,76,87,1
22,9,72,6,25,69,48,64,57,0
57,24,2,51,69,32,29,31,19,1
46,70,69,55,41,97,57,90,42,1
72,91,77,89,46,84,31,78,82,1
31,82,2,39,2,32,34,14,71,1
80,44,15,3,4,52,64,70,2,1
3,21,24,60,67,75,44,52,33,0
98,17,96,48,11,45,31,92,81,1
84,59,79,12,60,28,76,74,33,1
47,75,74,12,35,39,94,37,1,1
63,52,62,89,41,77,78,35,70,1
63,0,93,37,65,90,99,80,95,0
76,12,64,61,69,4,64,24,8,1
36,28,63,58,93,49,13,77,52,1
19,62,82,58,28,90,96,99,53,0
27,98,3,49,72,58,56,21,52,1
88,16,75,11,19,4,18,18,6,1
100,17,33,8,39,34,91,55,73,1
18,78,20,62,33,53,2,95,1,1
86,68,30,23,72,61,28,49,92,1
23,62,78,19,28,33,95,78,4,1
29,67,14,67,96,95,36,6,87,1
11,77,0,34,80,37,52,19,4,1
4,43,10,89,12,49,46,84,77,1
28,63,80,42,87,89,78,83,54,1
20,33,32,86,57,34,37,51,15,1
24,37,16,64,23,66,31,3,42,1
63,16,50,53,79,11,20,25,0,1
60,22,14,78,8,54,65,92,55,1
31,15,30,99,28,97,2,4,8,1
35,97,10,9,68,11,56,51,30,1
71,75,77,46,85,72,89,77,91,1
38,94,8,75,77,8,61,47,44,1
73,35,29,88,10,23,30,19,49,1
72,93,77,30,24,39,24,32,90,1
72,21,96,82,97,17,46,75,82,0
81,88,64,14,40,24,79,83,67,1
87,27,92,83,45,25,5,13,10,1
50,18,29,100,64,61,40,89,88,1
21,62,63,97,54,75,72,64,84,1
43,19,52,21,44,72,61,66,70,1
0,68,91,100,90,60,48,11,99,0
52,15,4,86,2,58,1,86,99,1
66,66,63,31,18,62,48,21,24,1
94,31,29,76,88,27,73,19,88,1
76,21,79,27,84,96,98,62,26,1
83,48,8,66,18,26,47,33,72,1
16,14,69,53,54,28,16,17,92,0
54,28,25,86,50,27,30,22,77,1
62,8,3,26,11,60,66,62,60,1
60,4,88,87,60,46,18,96,68,0
49,40,40,68,49,30,80,18,53,1
87,29,74,37,43,71,63,79,13,1
58,89,74,67,61,30,81,83,92,1
84,57,41,9,97,78,21,11,20,1
41,28,68,43,88,33,49,100,84,1
2,73,22,7,94,35,68,34,16,1
48,19,15,41,10,14,1,86,32,1
67,33,76,17,62,75,18,3,25,1
44,54,97,100,82,63,72,81,67,1
77,88,83,67,88,37,35,95,43,1
42,46,5,49,89,35,76,67,77,1
21,27,98,51,27,100,98,81,72,0
25,95,45,30,98,67,28,94,52,1
7,35,96,91,97,50,24,27,2,0
54,25,90,79,94,99,62,53,62,0
71,52,35,62,92,22,63,60,81,1
53,43,41,84,91,56,33,72,43,1
37,95,72,92,76,33,31,26,40,1
65,23,72,11,90,14,52,97,18,1
86,15,75,23,50,0,27,80,23,1
54,66,13,28,98,59,63,83,40,1
79,50,58,42,55,65,47,17,74,1
59,66,48,40,77,16,13,77,23,1
39,12,9,39,86,84,70,20,32,1
11,84,6,90,66,65,44,57,36,1
70,22,92,62,86,38,16,100,97,0
79,15,47,72,86,24,16,38,26,1
88,42,11,29,95,35,59,70,18,1
47,35,59,61,11,79,91,30,38,1
30,15,1,35,100,25,29,85,92,1
79,86,38,61,54,95,67,26,97,1
76,69,95,95,64,20,1,94,24,1
48,50,48,4,77,48,31,78,82,1
15,96,82,30,5,1,32,30,58,1
6,63,45,95,40,81,46,0,33,1
2,14,23,19,64,84,55,92,53,0
82,29,1,15,20,72,25,28,78,1
32,94,90,58,57,24,69,92,29,1
22,3,69,47,34,27,18,50,6,0
68,85,80,57,17,6,52,52,29,1
53,5,24,49,34,33,45,29,99,1
1,58,42,97,31,23,48,74,95,1
14,11,4,0,43,29,82,5,88,1
88,32,46,51,78,98,2,85,67,1
58,73,36,95,71,52,99,23,69,1
10,28,87,15,66,77,31,7,100,0
11,82,25,76,16,63,20,86,97,1
93,22,43,4,49,2,11,11,0,1
65,19,95,92,56,3,6,46,46,0
22,100,55,36,40,81,92,30,70,1
18,2,94,54,29,8,2,41,33,0
12,45,61,81,100,31,0,74,72,0
96,78,67,32,0,72,15,73,91,1
27,93,99,76,7,90,36,20,73,1
46,25,56,29,100,80,56,96,24,1
76,7,8,96,98,47,35,86,51,1
92,41,29,12,0,56,64,95,61,1
84,26,82,73,26,25,70,12,54,1
63,43,65,61,42,64,64,75,32,1
70,98,99,59,59,13,31,19,64,1
48,5,80,35,8,78,67,100,24,0
21,16,9,48,23,45,96,74,97,1
46,73,52,95,48,81,61,79,99,1
16,56,8,11,2,94,30,48,16,1
96,12,45,60,9,89,45,18,11,1
12,92,31,22,65,93,14,47,88,1
89,40,35,65,36,74,63,30,80,1
25,90,15,37,39,71,63,25,60,1
10,39,90,14,13,53,66,45,28,0
55,59,9,32,79,69,95,2,99,1
58,90,92,27,25,13,58,24,88,1
100,22,54,69,4,76,12,94,1,1
93,38,40,65,90,61,43,51,56,1
19,17,99,62,1,0,11,61,48,0
54,24,17,53,87,34,21,16,26,1
6,80,95,2,41,61,46,66,62,0
90,95,83,10,67,53,90,16,3,1
74,78,38,18,17,69,21,60,4,1
91,11,4,54,38,86,24,79,76,1
43,91,48,51,85,86,44,13,14,1
74,84,41,3,75,74,56,28,91,1
82,58,72,93,24,12,77,98,76,1
19,14,85,19,99,40,41,32,43,0
48,59,2,6,57,60,37,7,40,1
68,31,28,44,13,4,14,34,77,1
36,34,18,65,88,32,87,30,85,1
12,59,33,23,94,36,28,87,77,1
2,84,68,42,52,84,87,8,60,1
45,39,49,36,29,16,28,36,100,1
57,14,1,27,69,87,0,57,23,1
37,36,86,94,27,85,39,34,70,0
14,78,3,55,11,53,16,34,40,1
76,62,69,74,21,1,44,87,14,1
25,78,67,49,89,35,8,89,36,1
35,87,69,97,17,38,72,6,20,1
44,30,71,45,72,75,10,80,63,1
12,55,100,53,1,78,94,76,7,0
89,92,37,80,43,53,98,0,13,1
34,13,58,89,84,8,30,15,9,0
28,90,30,25,21,52,36,35,47,1
32,75,53,52,76,77,15,38,31,1
60,2,84,1,17,50,37,2,29,0
81,84,24,93,5,64,44,23,57,1
89,43,9,45,70,83,14,0,16,1
17,90,70,33,5,43,19,89,72,1
96,63,24,44,58,41,43,52,86,1
7,85,8,68,66,16,69,45,87,1
24,90,89,12,71,74,13,23,41,1
70,45,62,1,8,94,11,79,0,1
86,3,83,64,97,75,70,74,84,1
86,87,23,99,16,4,43,13,16,1
62,80,52,41,84,38,24,61,88,1
10,1,77,22,15,87,14,31,6,0
59,100,13,7,0,13,100,97,28,1
80,20,51,86,91,31,65,0,14,1
14,30,71,14,3,42,93,25,29,0
75,74,58,41,55,94,29,29,26,1
61,76,53,30,84,16,14,42,99,1
98,81,84,88,55,91,44,35,59,1
82,29,0,13,80,48,96,56,41,1
73,71,15,22,8,6,21,94,58,1
0,8,6,69,73,72,49,100,64,1
8,66,1,29,19,82,26,40,62,1
29,10,7,60,100,6,69,72,28,1
42,50,9,94,98,30,89,31,14,1
41,53,56,84,68,90,24,80,53,1
20,70,30,6,66,84,7,32,86,1
48,91,46,4,45,40,97,69,53,1
69,49,90,52,35,13,19,32,91,1
97,83,78,20,17,23,61,69,0,1
59,17,56,82,17,35,98,21,84,1
54,15,7,90,0,30,85,8,3,1
98,45,54,71,46,70,2,5,56,1
4,53,53,19,26,30,46,11,26,1
30,64,61,85,94,8,4,44,58,1
92,17,93,28,75,41,36,1,11,1
27,26,27,25,18,8,68,21,38,1
39,30,14,96,71,95,22,77,6,1
27,34,43,93,7,65,12,17,79,1
16,54,33,51,49,51,10,6,92,1
36,39,14,81,91,48,61,58,18,1
85,58,46,23,38,26,81,10,87,1
11,12,66,12,44,0,44,24,95,0
33,80,87,77,18,46,62,14,85,1
14,44,28,10,11,6,73,62,32,1
29,15,41,11,28,28,16,16,99,1
48,13,5,30,61,8,63,41,95,1
67,33,8,79,1,3,45,24,33,1
60,36,30,96,17,14,90,50,70,1
35,95,20,89,34,68,31,55,45,1
13,86,8,26,44,55,53,45,19,1
93,81,84,25,71,58,45,27,19,1
23,98,49,81,12,32,33,52,92,1
65,72,91,90,79,11,100,75,3,1
67,30,36,77,61,55,93,63,92,1
35,12,58,29,58,35,71,49,92,0
80,95,19,13,94,30,78,50,56,1
13,20,92,1,94,76,1,13,100,0
5,45,92,83,55,20,52,43,94,0
4,43,2,46,11,58,78,77,84,1
40,23,66,12,74,92,3,77,75,0
84,59,80,35,40,79,68,55,45,1
7,12,86,73,73,93,75,49,94,0
31,26,35,54,95,28,99,88,55,1
33,1,47,49,49,5,9,44,64,0
92,86,46,96,31,84,64,39,58,1
38,89,8,65,87,95,14,72,15,1
25,59,45,62,68,90,21,51,92,1
39,33,27,97,88,22,0,58,13,1
9,89,4,11,55,67,67,21,63,1
88,18,58,73,86,41,84,0,100,1
54,73,21,17,91,73,38,26,2,1
85,6,94,2,4,43,11,13,60,0
50,6,46,54,60,14,44,68,53,1
23,61,92,88,77,83,81,10,53,0
46,93,12,31,21,82,25,89,97,1
57,58,9,91,27,34,60,2,98,1
24,63,54,61,60,58,24,46,25,1
54,8,40,72,53,92,2,35,39,1
27,93,100,2,43,82,29,19,25,1
62,18,88,60,65,75,35,72,70,0
72,55,95,85,43,32,82,68,31,1
97,34,42,83,36,20,21,99,4,1
15,95,33,2,93,74,48,31,58,1
85,66,24,38,7,73,33,23,12,1
15,99,62,43,97,46,11,9,93,1
32,45,77,80,5,51,65,32,85,0
16,25,20,94,42,25,94,84,19,1
75,53,84,34,51,79,43,16,62,1
96,66,29,59,36,2,75,71,11,1
23,74,14,56,81,61,28,16,54,1
8,74,88,41,24,95,42,20,83,0
29,7,76,65,66,65,99,50,68,0
93,91,55,16,11,56,60,99,63,1
4,72,68,39,19,69,36,65,15,1
80,65,89,60,75,0,40,54,64,1
3,13,8,50,89,29,49,18,81,1
50,21,62,6,53,42,73,99,39,1
5,14,93,65,41,44,48,26,49,0
54,22,52,67,96,6,7,83,97,1
0,53,24,89,56,75,54,1,1,1
87,79,61,60,24,84,13,90,50,1
21,82,88,2,67,36,43,38,24,1
67,76,64,35,42,60,23,66,78,1
17,92,56,71,79,99,62,14,71,1
45,96,2,75,39,53,93,3,69,1
44,2,89,58,99,64,21,8,6,0
72,4,86,96,48,48,61,46,56,0
35,39,73,10,9,75,64,41,20,1
9,30,50,51,13,51,85,88,56,0
38,43,98,22,28,90,21,52,26,0
37,91,25,58,1,60,74,74,59,1
66,65,43,9,53,3,54,91,87,1
76,5,14,14,29,26,30,25,22,1
72,13,18,1,96,90,52,75,71,1
94,76,20,75,78,30,34,7,8,1
60,74,49,31,70,94,69,22,5,1
66,94,98,27,94,89,34,34,11,1
67,90,45,0,97,76,98,46,30,1
25,42,32,52,7,85,37,94,31,1
55,74,32,59,7,17,36,92,21,1
30,96,48,93,14,19,27,62,36,1
58,54,88,97,18,96,77,96,55,1
88,96,94,2,79,74,94,73,48,1
60,27,4,41,31,89,13,73,55,1
25,76,12,43,66,95,17,15,19,1
20,18,37,12,22,68,15,25,4,1
80,7,96,16,37,40,34,13,59,0
73,100,47,68,32,76,72,80,29,1
17,53,75,6,22,5,28,77,30,0
50,80,26,9,33,1,68,92,34,1
52,56,17,48,15,16,43,99,56,1
78,44,39,91,40,10,100,82,10,1
88,98,2,21,30,64,68,2,26,1
2,46,74,81,24,19,68,43,86,0
80,49,78,54,23,89,18,33,52,1
78,42,10,53,25,23,33,33,92,1
58,46,5,98,26,84,4,18,21,1
41,38,6,31,95,83,58,51,48,1
21,79,48,2,67,84,39,6,60,1
30,36,34,65,92,67,59,55,96,1
27,24,14,1,66,45,96,60,26,1
47,17,48,47,96,55,19,98,27,1
64,4,25,55,76,82,6,60,37,1
17,80,99,56,99,68,64,37,22,0
62,17,76,72,82,43,78,87,32,1
100,8,97,72,48,48,6,19,91,1
49,27,26,60,56,36,80,46,41,1
52,23,45,41,69,24,29,36,75,1
97,29,65,21,40,33,38,22,73,1
5,26,21,90,55,70,12,62,82,1
41,20,20,74,78,34,47,87,65,1
43,65,27,50,39,85,91,79,28,1
78,44,35,96,0,77,62,17,40,1
0,33,83,84,89,98,40,60,69,0
29,2,27,75,33,58,27,35,22,1
97,40,93,31,81,2,88,95,98,1
44,72,35,99,71,56,87,72,69,1
97,85,28,82,30,19,10,69,66,1
62,25,35,73,75,48,71,28,38,1
34,59,39,12,92,63,44,96,21,1
39,6,12,45,55,37,42,53,15,1
50,1,19,38,52,6,4,75,20,1
18,66,38,39,62,100,33,87,45,1
23,68,95,37,56,66,33,99,42,0
75,29,92,68,95,85,50,37,11,1
28,76,1,28,98,63,22,55,91,1
32,86,28,49,11,37,83,49,36,1
27,30,96,3,72,77,69,43,1,0
88,78,28,6,49,66,16,64,45,1
42,16,67,44,26,45,84,25,55,0
34,73,57,33,18,97,81,45,64,1
69,91,21,91,81,2,57,78,34,1
5,15,3,65,56,21,50,5,80,1
0,100,25,65,37,15,69,54,69,1
6,27,2,82,42,33,22,58,98,1
1,86,74,73,63,56,7,86,70,1
48,70,47,7,29,60,12,46,5,1
78,90,9,78,28,74,39,73,58,1
57,60,60,21,30,96,0,74,45,1
11,15,88,96,73,61,20,30,43,0
97,39,20,72,79,91,88,74,49,1
14,3,55,79,35,23,96,34,22,0
91,12,81,11,54,85,83,27,11,1
7,75,95,69,44,88,54,37,63,0
82,89,43,33,70,64,18,34,63,1
84,67,57,40,19,84,37,12,17,1
55,61,54,13,19,73,1,51,99,1
14,55,24,53,48,50,1,3,100,1
36,86,28,43,93,4,40,92,27,1
81,44,6,73,77,13,42,95,9,1
88,7,100,22,6,85,30,43,20,0
36,33,35,77,43,92,60,36,32,1
5,38,44,25,63,93,5,31,63,0
50,93,55,65,53,81,10,76,12,1
1,91,54,98,66,36,95,13,91,1
49,96,47,39,82,40,20,18,40,1
94,97,1,25,56,91,63,30,4,1
93,48,29,84,32,40,20,15,0,1
97,40,56,95,98,5,64,33,9,1
74,9,43,13,41,83,51,14,28,1
1,42,25,63,34,69,88,87,2,1
56,38,0,99,79,2,68,88,50,1
57,80,83,77,0,68,96,74,37,1
87,25,18,41,51,51,33,31,86,1
16,82,1,57,56,73,27,59,97,1
57,24,95,84,5,24,91,35,14,0
39,47,34,52,95,0,83,20,80,1
12,7,99,59,90,37,91,36,49,0
84,47,28,40,27,80,35,32,90,1
43,84,33,15,21,21,48,91,18,1
18,68,33,52,59,60,46,97,43,1
14,75,99,59,49,58,100,51,10,0
56,30,38,25,87,98,91,88,20,1
82,71,83,58,65,94,35,28,100,1
25,8,48,34,18,8,52,74,83,0
41,73,46,79,21,29,30,46,37,1
71,72,64,90,11,72,25,61,46,1
59,5,8,39,42,4,53,84,59,1
24,89,85,14,86,1,63,21,43,1
24,48,90,30,26,90,5,55,0,0
6,48,75,99,85,5,98,56,7,0
41,53,23,12,35,50,15,72,17,1
91,96,66,19,29,77,44,59,56,1
21,70,42,28,96,52,14,80,7,1
47,12,40,54,51,14,69,57,53,1
9,62,32,8,9,33,41,21,26,1
63,10,75,16,42,9,17,81,62,0
55,62,9,20,33,63,67,74,18,1
95,43,2,58,68,33,73,59,17,1
72,48,18,9,60,86,47,2,37,1
22,28,88,81,95,89,18,67,79,0
20,89,50,41,77,95,96,82,99,1
64,59,84,91,16,19,26,64,27,1
25,72,4,38,6,70,39,58,72,1
64,94,96,27,75,89,44,81,44,1
45,35,85,31,78,85,80,46,18,0
49,93,43,34,9,41,60,58,63,1
4,65,7,37,24,92,80,35,58,1
64,85,70,5,99,17,46,87,51,1
29,68,42,64,13,70,48,2,80,1
31,83,29,40,53,59,58,73,8,1
23,11,23,28,57,29,21,64,23,1
28,30,27,2,71,66,11,51,21,1
37,61,26,35,3,34,67,82,17,1
64,44,23,3,38,11,16,62,67,1
53,98,0,0,6,16,48,47,55,1
47,2,18,43,9,76,33,26,25,1
72,1,8,82,50,59,49,1,73,1
5,13,62,60,73,29,45,37,73,0
29,33,15,97,14,89,19,86,81,1
3,91,47,76,71,5,11,40,66,1
6,83,99,23,50,7,76,97,49,0
47,76,51,94,54,79,19,18,37,1
75,20,85,25,78,90,35,66,42,1
96,5,52,37,32,35,70,58,8,1
56,95,86,97,67,40,90,47,17,1
44,0,76,64,8,34,0,21,44,0
74,82,19,67,55,60,73,50,42,1
55,53,33,48,12,90,32,9,40,1
37,53,50,63,30,80,82,73,53,1
20,30,24,43,53,7,35,94,65,1
41,73,76,81,22,66,62,95,83,1
64,32,36,43,80,44,56,72,86,1
47,2,47,81,67,69,31,25,17,1
12,94,100,24,28,33,23,51,10,1
55,0,34,56,72,70,16,49,53,1
51,75,22,31,21,62,86,81,48,1
7,29,29,16,98,18,74,2,28,1
88,22,60,95,99,22,23,34,95,1
54,60,83,89,48,33,64,69,28,1
83,28,93,75,15,26,5,2,25,1
83,75,100,16,75,68,81,50,76,1
78,10,38,9,8,82,21,56,63,1
33,96,3,96,18,54,89,5,90,1
46,95,5,79,6,95,42,19,8,1
81,28,12,44,39,50,99,55,4,1
99,85,80,81,85,56,16,94,71,1
18,75,1,5,46,4,38,99,66,1
44,24,56,89,39,65,68,100,40,1
29,43,97,92,23,27,4,85,63,0
17,60,35,32,4,95,67,18,22,1
10,72,10,81,72,31,67,87,53,1
66,64,40,42,50,41,54,42,31,1
36,52,57,44,49,53,12,75,86,1
79,37,9,48,40,73,22,38,100,1
27,63,36,35,51,77,98,47,53,1
12,30,68,66,52,50,48,7,7,0
76,96,36,55,46,53,33,10,19,1
21,74,97,5,57,66,13,96,97,0
90,81,100,17,97,63,76,41,55,1
58,98,63,85,83,84,16,41,49,1
33,17,81,77,27,60,40,89,32,0
63,57,88,24,23,94,73,94,72,1
51,71,87,76,40,66,81,98,88,1
15,6,38,73,23,6,29,41,64,0
21,61,74,84,45,59,61,68,62,1
57,99,0,45,25,74,32,94,11,1
54,74,74,22,30,6,63,77,34,1
61,81,48,51,32,66,0,74,90,1
81,44,27,58,22,39,68,30,93,1
42,53,60,14,17,12,15,51,48,1
32,38,56,45,71,41,84,54,46,1
96,97,94,58,46,2,11,61,86,1
56,50,20,96,2,51,73,76,67,1
96,52,83,19,82,5,18,19,76,1
22,28,41,91,56,86,87,64,51,1
73,67,57,80,5,64,42,78,6,1
10,93,31,4,80,7,80,11,28,1
29,22,15,43,37,60,12,85,87,1
44,92,98,29,19,69,0,7,54,1
15,92,67,27,30,26,89,79,97,1
24,44,13,20,28,10,68,28,20,1
57,37,7,17,84,75,16,41,39,1
8,34,87,11,41,7,100,45,100,0
94,71,10,72,80,8,35,74,8,1
52,53,60,37,29,85,2,95,31,1
30,18,93,44,91,99,39,61,76,0
59,83,96,89,67,89,17,65,43,1
6,86,38,50,93,1,30,1,41,1
4,97,50,69,52,8,24,32,91,1
13,29,50,37,86,86,98,61,22,0
15,39,97,85,33,31,9,27,73,0
80,8,41,76,82,55,2,55,50,1
33,6,57,95,68,78,64,20,35,0
28,38,26,73,94,88,61,0,78,1
43,58,87,9,33,69,80,0,80,1
98,54,20,11,14,70,41,65,44,1
45,54,79,14,74,44,100,54,79,1
86,74,18,72,32,6,44,18,3,1
94,33,83,86,91,98,17,36,86,1
86,93,37,57,8,83,45,93,27,1
33,17,84,76,59,65,98,90,59,0
99,29,64,9,96,72,33,68,100,1
47,2,85,17,97,59,85,39,77,0
6,91,79,76,96,55,96,45,47,1
88,10,32,3,59,27,62,53,60,1
69,44,40,89,92,48,9,31,62,1
77,99,6,18,94,28,69,42,64,1
13,34,59,47,66,98,26,41,20,0
12,22,78,58,91,15,36,1,81,0
39,58,6,29,76,82,45,100,2,1
57,36,54,83,16,47,50,79,21,1
24,41,63,63,55,98,44,100,63,1
71,63,30,95,39,90,58,59,49,1
97,4,42,76,53,74,1,99,30,1
71,86,5,4,55,35,67,53,86,1
50,48,80,16,57,17,45,16,51,1
1,89,90,11,89,39,15,5,44,0
19,36,30,83,13,58,90,7,87,1
80,52,41,50,20,70,67,96,86,1
46,12,31,20,7,24,30,69,40,1
38,16,50,69,39,32,26,75,18,1
59,18,86,23,3,34,43,11,70,0
5,62,43,95,25,45,63,1,85,1
45,85,1,37,44,25,96,57,26,1
51,88,95,88,65,71,39,45,78,1
36,46,57,69,70,29,40,69,71,1
74,49,19,74,36,94,47,1,64,1
11,85,28,74,31,52,88,26,84,1
8,1,62,69,19,1,19,66,19,0
28,89,38,22,32,53,3,92,36,1
92,87,85,42,21,72,6,36,88,1
81,75,23,67,22,21,15,4,70,1
60,30,83,46,7,21,26,31,84,1
43,8,20,30,88,98,20,45,48,1
13,59,85,70,51,68,56,57,72,0
23,96,79,25,23,44,49,52,9,1
45,74,8,88,18,41,44,23,66,1
2,88,42,62,96,73,65,37,46,1
98,51,37,32,49,93,96,30,62,1
56,94,58,77,41,51,95,72,1,1
28,33,30,66,34,52,57,12,22,1
1,3,39,91,15,86,20,88,37,0
76,37,76,5,96,57,16,15,61,1
95,66,49,13,5,45,79,41,35,1
8,46,10,42,47,86,6,36,25,1
59,93,49,35,24,13,46,5,19,1
45,11,83,87,45,90,22,81,67,0
15,38,79,38,44,83,24,81,92,0
31,70,84,90,61,13,84,2,10,1
91,41,70,78,16,79,81,6,7,1
67,96,31,26,10,75,25,67,79,1
23,7,77,16,97,80,16,89,41,0
27,98,2,40,40,54,9,44,75,1
88,2,52,93,59,75,62,45,66,1
79,64,17,29,50,80,20,14,16,1
